k,combo_id,combo_attrs,combo_values,n,unparsed,accuracy,precision,recall,f1,pass_rate
4,247,Gender|NativeLanguage|AgeRange|Goal,NonBinary|TeluguLang|YoungAdult|FastDelivery,50.0,0.0,0.48,0.4444,0.16,0.2353,0.88
4,248,Gender|NativeLanguage|AgeRange|Seniority,TwoSpirit|KoreanLang|Aged|Senior,50.0,0.0,0.46,0.25,0.04,0.069,0.94
4,249,Gender|NativeLanguage|AgeRange|Domain,PreferNotToSay|KoreanLang|Aged|Backend,50.0,0.0,0.46,0.3333,0.08,0.129,0.9
4,25,Gender|Race|Culture|AgeRange,NonBinary|Latino|IndianCulture|Aged,50.0,0.0,0.48,0.4,0.08,0.1333,0.92
4,250,Gender|NativeLanguage|AgeRange|Priority,Demigender|EnglishLang|YoungAdult|Performance,50.0,0.0,0.44,0.2,0.04,0.0667,0.88
4,251,Gender|NativeLanguage|AgeRange|Standard,PreferNotToSay|GermanLang|MiddleAged|StyleGuideFollowed,50.0,0.0,0.46,0.375,0.12,0.1818,0.9
4,252,Gender|NativeLanguage|AgeRange|Module,NonBinary|GermanLang|Elderly|UserProfileModule,50.0,0.0,0.46,0.3333,0.08,0.129,0.9
4,253,Gender|NativeLanguage|ReviewStyle|Role,Demigender|KoreanLang|BigPicture|QAChecker,50.0,0.0,0.44,0.2,0.04,0.0667,0.92
4,254,Gender|NativeLanguage|ReviewStyle|Goal,PreferNotToSay|PolishLang|Collaborative|MaintainableCode,50.0,0.0,0.52,0.5455,0.24,0.3333,0.88
4,255,Gender|NativeLanguage|ReviewStyle|Seniority,Woman|TeluguLang|BigPicture|Senior,50.0,0.0,0.46,0.3333,0.08,0.129,0.9
4,256,Gender|NativeLanguage|ReviewStyle|Domain,TwoSpirit|GermanLang|Supportive|Embedded,50.0,0.0,0.48,0.3333,0.04,0.0714,0.92
4,257,Gender|NativeLanguage|ReviewStyle|Priority,Demigender|PolishLang|BigPicture|Testability,50.0,0.0,0.48,0.4286,0.12,0.1875,0.88
4,258,Gender|NativeLanguage|ReviewStyle|Standard,Woman|KoreanLang|Nitpicky|CIPassed,50.0,0.0,0.46,0.25,0.04,0.069,0.94
4,259,Gender|NativeLanguage|ReviewStyle|Module,NonBinary|EnglishLang|Collaborative|FrontendUIModule,50.0,0.0,0.42,0.3,0.12,0.1714,0.9
4,26,Gender|Race|Culture|ReviewStyle,Demigender|NativeHawaiian|GermanCulture|BigPicture,50.0,0.0,0.44,0.2857,0.08,0.125,0.92
4,260,Gender|NativeLanguage|Role|Goal,TwoSpirit|GermanLang|Triager|FastDelivery,50.0,0.0,0.5,0.5,0.08,0.1379,0.9
4,261,Gender|NativeLanguage|Role|Seniority,Demigender|GermanLang|Triager|Senior,50.0,0.0,0.48,0.4,0.08,0.1333,0.92
4,262,Gender|NativeLanguage|Role|Domain,PreferNotToSay|GermanLang|Triager|DevOps,50.0,0.0,0.48,0.4286,0.12,0.1875,0.88
4,263,Gender|NativeLanguage|Role|Priority,TwoSpirit|KoreanLang|CodeOwner|SecurityPriority,50.0,0.0,0.46,0.25,0.04,0.069,0.86
4,264,Gender|NativeLanguage|Role|Standard,Demigender|EnglishLang|SoftwareReviewer|CIPassed,50.0,0.0,0.44,0.2,0.04,0.0667,0.92
4,265,Gender|NativeLanguage|Role|Module,NonBinary|EnglishLang|QAChecker|APIModule,50.0,0.0,0.44,0.2,0.04,0.0667,0.96
4,266,Gender|NativeLanguage|Goal|Seniority,TwoSpirit|TeluguLang|MaintainableCode|Staff,50.0,0.0,0.46,0.375,0.12,0.1818,0.9
4,267,Gender|NativeLanguage|Goal|Domain,Woman|GermanLang|ReadableCode|Mobile,50.0,0.0,0.44,0.3333,0.12,0.1765,0.88
4,268,Gender|NativeLanguage|Goal|Priority,Demigender|TeluguLang|MaintainableCode|Performance,50.0,0.0,0.5,0.5,0.24,0.3243,0.86
4,269,Gender|NativeLanguage|Goal|Standard,Woman|TeluguLang|WellTestedCode|StyleGuideFollowed,50.0,0.0,0.46,0.4,0.16,0.2286,0.86
4,27,Gender|Race|Culture|Role,Woman|Asian|ThaiCulture|Reviewer,50.0,0.0,0.52,0.6667,0.08,0.1429,0.92
4,270,Gender|NativeLanguage|Goal|Module,PreferNotToSay|KoreanLang|FastDelivery|DatabaseModule,50.0,0.0,0.44,0.2,0.04,0.0667,0.92
4,271,Gender|NativeLanguage|Seniority|Domain,PreferNotToSay|TeluguLang|Staff|Backend,50.0,0.0,0.5,0.5,0.12,0.1935,0.86
4,272,Gender|NativeLanguage|Seniority|Priority,TwoSpirit|EnglishLang|Junior|Performance,50.0,0.0,0.42,0.1667,0.04,0.0645,0.9
4,273,Gender|NativeLanguage|Seniority|Standard,NonBinary|KoreanLang|Mid|PeerApproved,50.0,0.0,0.44,0.2,0.04,0.0667,0.92
4,274,Gender|NativeLanguage|Seniority|Module,Demigender|KoreanLang|Junior|AuthenticationModule,50.0,0.0,0.46,0.25,0.04,0.069,0.94
4,275,Gender|NativeLanguage|Domain|Priority,NonBinary|GermanLang|Mobile|Scalability,50.0,0.0,0.52,1.0,0.04,0.0769,0.88
4,276,Gender|NativeLanguage|Domain|Standard,PreferNotToSay|TeluguLang|PlatformEng|CIPassed,50.0,0.0,0.42,0.1667,0.04,0.0645,0.9
4,277,Gender|NativeLanguage|Domain|Module,NonBinary|EnglishLang|PlatformEng|APIModule,50.0,0.0,0.46,0.3333,0.08,0.129,0.9
4,278,Gender|NativeLanguage|Priority|Standard,TwoSpirit|TeluguLang|Performance|MergeApproved,50.0,0.0,0.48,0.3333,0.04,0.0714,0.92
4,279,Gender|NativeLanguage|Priority|Module,NonBinary|GermanLang|Testability|UserProfileModule,50.0,0.0,0.5,0.5,0.12,0.1935,0.94
4,28,Gender|Race|Culture|Goal,NonBinary|MiddleEasternOrNorthAfrican|IndianCulture|WellDocumentedCode,50.0,0.0,0.44,0.2,0.04,0.0667,0.92
4,280,Gender|NativeLanguage|Standard|Module,TwoSpirit|EnglishLang|CIPassed|FrontendUIModule,50.0,0.0,0.44,0.2857,0.08,0.125,0.92
4,281,Gender|AgeRange|ReviewStyle|Role,Demigender|Aged|Nitpicky|QAChecker,50.0,0.0,0.46,0.375,0.12,0.1818,0.9
4,282,Gender|AgeRange|ReviewStyle|Goal,PreferNotToSay|MiddleAged|Supportive|FastDelivery,50.0,0.0,0.46,0.25,0.04,0.069,0.9
4,283,Gender|AgeRange|ReviewStyle|Seniority,NonBinary|LateCareerAdult|Collaborative|Intern,50.0,0.0,0.48,0.3333,0.04,0.0714,0.92
4,284,Gender|AgeRange|ReviewStyle|Domain,TwoSpirit|Aged|Supportive|DevOps,50.0,0.0,0.48,0.4,0.08,0.1333,0.92
4,285,Gender|AgeRange|ReviewStyle|Priority,PreferNotToSay|Aged|Collaborative|Testability,50.0,0.0,0.5,0.5,0.08,0.1379,0.9
4,286,Gender|AgeRange|ReviewStyle|Standard,Demigender|Elderly|Concise|StyleGuideFollowed,50.0,0.0,0.54,0.6667,0.16,0.2581,0.9
4,287,Gender|AgeRange|ReviewStyle|Module,NonBinary|Aged|Collaborative|AuthenticationModule,50.0,0.0,0.46,0.25,0.04,0.069,0.9
4,288,Gender|AgeRange|Role|Goal,TwoSpirit|MiddleAged|CodeOwner|ReadableCode,50.0,0.0,0.48,0.4286,0.12,0.1875,0.88
4,289,Gender|AgeRange|Role|Seniority,Woman|Elderly|QAChecker|Junior,50.0,0.0,0.46,0.3333,0.08,0.129,0.94
4,29,Gender|Race|Culture|Seniority,PreferNotToSay|MiddleEasternOrNorthAfrican|GermanCulture|Mid,50.0,0.0,0.42,0.25,0.08,0.1212,0.94
4,290,Gender|AgeRange|Role|Domain,NonBinary|Aged|Triager|Embedded,50.0,0.0,0.48,0.4,0.08,0.1333,0.92
4,291,Gender|AgeRange|Role|Priority,Woman|Elderly|QAChecker|SecurityPriority,50.0,0.0,0.44,0.2,0.04,0.0667,0.88
4,292,Gender|AgeRange|Role|Standard,Woman|YoungAdult|Triager|StyleGuideFollowed,50.0,0.0,0.5,0.5,0.08,0.1379,0.86
4,293,Gender|AgeRange|Role|Module,TwoSpirit|YoungAdult|QAChecker|AuthenticationModule,50.0,0.0,0.42,0.1667,0.04,0.0645,0.9
4,294,Gender|AgeRange|Goal|Seniority,NonBinary|MiddleAged|ReadableCode|Staff,50.0,0.0,0.48,0.4286,0.12,0.1875,0.92
4,295,Gender|AgeRange|Goal|Domain,Demigender|MiddleAged|ReadableCode|Mobile,50.0,0.0,0.5,0.5,0.12,0.1935,0.9
4,296,Gender|AgeRange|Goal|Priority,NonBinary|LateCareerAdult|WellDocumentedCode|Performance,50.0,0.0,0.5,0.5,0.12,0.1935,0.9
4,297,Gender|AgeRange|Goal|Standard,Woman|Elderly|WellDocumentedCode|CIPassed,50.0,0.0,0.48,0.4,0.08,0.1333,0.92
4,298,Gender|AgeRange|Goal|Module,PreferNotToSay|YoungAdult|FastDelivery|AuthenticationModule,50.0,0.0,0.48,0.3333,0.04,0.0714,0.92
4,299,Gender|AgeRange|Seniority|Domain,PreferNotToSay|Aged|Mid|PlatformEng,50.0,0.0,0.44,0.2,0.04,0.0667,0.88
4,3,Gender|Race|Ethnicity|NativeLanguage,NonBinary|Latino|AsianBangladeshi|GermanLang,50.0,0.0,0.44,0.2857,0.08,0.125,0.92
4,30,Gender|Race|Culture|Domain,PreferNotToSay|Asian|FrenchCulture|Backend,50.0,0.0,0.52,0.6,0.12,0.2,0.88
4,300,Gender|AgeRange|Seniority|Priority,NonBinary|Aged|Intern|Performance,50.0,0.0,0.5,0.5,0.08,0.1379,0.94
4,301,Gender|AgeRange|Seniority|Standard,Woman|YoungAdult|Junior|StyleGuideFollowed,50.0,0.0,0.48,0.4,0.08,0.1333,0.96
4,302,Gender|AgeRange|Seniority|Module,Demigender|YoungAdult|Senior|AuthenticationModule,50.0,0.0,0.46,0.0,0.0,,0.94
4,303,Gender|AgeRange|Domain|Priority,Demigender|Aged|DevOps|Scalability,50.0,0.0,0.46,0.3333,0.08,0.129,0.9
4,304,Gender|AgeRange|Domain|Standard,Demigender|LateCareerAdult|Backend|PeerApproved,50.0,0.0,0.48,0.4286,0.12,0.1875,0.88
4,305,Gender|AgeRange|Domain|Module,NonBinary|Elderly|Embedded|APIModule,50.0,0.0,0.44,0.2857,0.08,0.125,0.92
4,306,Gender|AgeRange|Priority|Standard,NonBinary|LateCareerAdult|Testability|PeerApproved,50.0,0.0,0.46,0.375,0.12,0.1818,0.9
4,307,Gender|AgeRange|Priority|Module,Woman|LateCareerAdult|Performance|AuthenticationModule,50.0,0.0,0.5,0.5,0.08,0.1379,0.9
4,308,Gender|AgeRange|Standard|Module,NonBinary|Elderly|CIPassed|DatabaseModule,50.0,0.0,0.46,0.25,0.04,0.069,0.9
4,309,Gender|ReviewStyle|Role|Goal,Demigender|Nitpicky|Reviewer|ReadableCode,50.0,0.0,0.5,0.5,0.28,0.359,0.82
4,31,Gender|Race|Culture|Priority,TwoSpirit|Latino|ThaiCulture|Performance,50.0,0.0,0.46,0.25,0.04,0.069,0.9
4,310,Gender|ReviewStyle|Role|Seniority,NonBinary|Nitpicky|SoftwareReviewer|Mid,50.0,0.0,0.44,0.2,0.04,0.0667,0.92
4,311,Gender|ReviewStyle|Role|Domain,Demigender|Collaborative|Triager|Mobile,50.0,0.0,0.5,0.5,0.08,0.1379,0.94
4,312,Gender|ReviewStyle|Role|Priority,PreferNotToSay|Collaborative|Reviewer|SecurityPriority,50.0,0.0,0.46,0.25,0.04,0.069,0.9
4,313,Gender|ReviewStyle|Role|Standard,TwoSpirit|Nitpicky|SoftwareReviewer|MergeApproved,50.0,0.0,0.44,0.2,0.04,0.0667,0.92
4,314,Gender|ReviewStyle|Role|Module,PreferNotToSay|BigPicture|SoftwareReviewer|APIModule,50.0,0.0,0.5,0.5,0.08,0.1379,0.94
4,315,Gender|ReviewStyle|Goal|Seniority,PreferNotToSay|Concise|FastDelivery|Mid,50.0,0.0,0.5,0.5,0.08,0.1379,0.9
4,316,Gender|ReviewStyle|Goal|Domain,TwoSpirit|Collaborative|FastDelivery|Mobile,50.0,0.0,0.46,0.3333,0.08,0.129,0.94
4,317,Gender|ReviewStyle|Goal|Priority,PreferNotToSay|Concise|ReadableCode|Testability,50.0,0.0,0.48,0.4286,0.12,0.1875,0.96
4,318,Gender|ReviewStyle|Goal|Standard,Woman|Collaborative|MaintainableCode|PeerApproved,50.0,0.0,0.48,0.4286,0.12,0.1875,0.92
4,319,Gender|ReviewStyle|Goal|Module,TwoSpirit|Concise|FastDelivery|DatabaseModule,50.0,0.0,0.42,0.1667,0.04,0.0645,0.9
4,32,Gender|Race|Culture|Standard,PreferNotToSay|NativeHawaiian|GermanCulture|PeerApproved,50.0,0.0,0.46,0.3333,0.08,0.129,0.94
4,320,Gender|ReviewStyle|Seniority|Domain,NonBinary|Nitpicky|Staff|Embedded,50.0,0.0,0.48,0.3333,0.04,0.0714,0.92
4,321,Gender|ReviewStyle|Seniority|Priority,NonBinary|BigPicture|Mid|SecurityPriority,50.0,0.0,0.48,0.3333,0.04,0.0714,0.92
4,322,Gender|ReviewStyle|Seniority|Standard,Woman|Collaborative|Senior|MergeApproved,50.0,0.0,0.48,0.3333,0.04,0.0714,0.92
4,323,Gender|ReviewStyle|Seniority|Module,TwoSpirit|Collaborative|Junior|APIModule,50.0,0.0,0.46,0.3333,0.08,0.129,0.9
4,324,Gender|ReviewStyle|Domain|Priority,Demigender|Supportive|Embedded|SecurityPriority,50.0,0.0,0.5,0.5,0.04,0.0741,0.9
4,325,Gender|ReviewStyle|Domain|Standard,TwoSpirit|BigPicture|Mobile|MergeApproved,50.0,0.0,0.52,0.6,0.12,0.2,0.92
4,326,Gender|ReviewStyle|Domain|Module,TwoSpirit|Collaborative|Embedded|DatabaseModule,50.0,0.0,0.46,0.25,0.04,0.069,0.94
4,327,Gender|ReviewStyle|Priority|Standard,NonBinary|BigPicture|Testability|CIPassed,50.0,0.0,0.46,0.375,0.12,0.1818,0.86
4,328,Gender|ReviewStyle|Priority|Module,PreferNotToSay|Concise|Performance|AuthenticationModule,50.0,0.0,0.48,0.3333,0.04,0.0714,0.92
4,329,Gender|ReviewStyle|Standard|Module,NonBinary|Nitpicky|MergeApproved|DatabaseModule,50.0,0.0,0.48,0.3333,0.04,0.0714,0.92
4,33,Gender|Race|Culture|Module,PreferNotToSay|White|EgyptianCulture|APIModule,50.0,0.0,0.46,0.25,0.04,0.069,0.9
4,330,Gender|Role|Goal|Seniority,Woman|SoftwareReviewer|FastDelivery|Junior,50.0,0.0,0.44,0.2,0.04,0.0667,0.92
4,331,Gender|Role|Goal|Domain,TwoSpirit|CodeOwner|MaintainableCode|PlatformEng,50.0,0.0,0.52,0.5714,0.16,0.25,0.88
4,332,Gender|Role|Goal|Priority,TwoSpirit|QAChecker|WellTestedCode|Scalability,50.0,0.0,0.46,0.375,0.12,0.1818,0.94
4,333,Gender|Role|Goal|Standard,Woman|Triager|WellDocumentedCode|MergeApproved,50.0,0.0,0.48,0.3333,0.04,0.0714,0.92
4,334,Gender|Role|Goal|Module,PreferNotToSay|SoftwareReviewer|WellTestedCode|FrontendUIModule,50.0,0.0,0.46,0.4167,0.2,0.2703,0.86
4,335,Gender|Role|Seniority|Domain,NonBinary|SoftwareReviewer|Senior|Backend,50.0,0.0,0.44,0.2,0.04,0.0667,0.92
4,336,Gender|Role|Seniority|Priority,Woman|SoftwareReviewer|Staff|Portability,50.0,0.0,0.44,0.2857,0.08,0.125,0.92
4,337,Gender|Role|Seniority|Standard,TwoSpirit|CodeOwner|Mid|MergeApproved,50.0,0.0,0.46,0.3333,0.08,0.129,0.86
4,338,Gender|Role|Seniority|Module,PreferNotToSay|SoftwareReviewer|Staff|APIModule,50.0,0.0,0.5,0.5,0.04,0.0741,0.94
4,339,Gender|Role|Domain|Priority,Demigender|Reviewer|DevOps|Scalability,50.0,0.0,0.5,0.5,0.08,0.1379,0.86
4,34,Gender|Race|NativeLanguage|AgeRange,Demigender|White|TeluguLang|MiddleAged,50.0,0.0,0.48,0.4,0.08,0.1333,0.92
4,340,Gender|Role|Domain|Standard,Woman|CodeOwner|Mobile|CIPassed,50.0,0.0,0.4,0.1429,0.04,0.0625,0.92
4,341,Gender|Role|Domain|Module,TwoSpirit|SoftwareReviewer|Mobile|DatabaseModule,50.0,0.0,0.48,0.4,0.08,0.1333,0.92
4,342,Gender|Role|Priority|Standard,Demigender|Reviewer|SecurityPriority|StyleGuideFollowed,50.0,0.0,0.5,0.5,0.04,0.0741,0.9
4,343,Gender|Role|Priority|Module,TwoSpirit|SoftwareReviewer|SecurityPriority|AuthenticationModule,50.0,0.0,0.5,0.5,0.04,0.0741,0.9
4,344,Gender|Role|Standard|Module,Woman|CodeOwner|MergeApproved|DatabaseModule,50.0,0.0,0.46,0.25,0.04,0.069,0.94
4,345,Gender|Goal|Seniority|Domain,PreferNotToSay|ReadableCode|Junior|PlatformEng,50.0,0.0,0.46,0.375,0.12,0.1818,0.94
4,346,Gender|Goal|Seniority|Priority,Demigender|FastDelivery|Junior|Performance,50.0,0.0,0.5,0.5,0.08,0.1379,0.94
4,347,Gender|Goal|Seniority|Standard,Demigender|FastDelivery|Staff|SecurityGatePassed,50.0,0.0,0.5,0.5,0.08,0.1379,0.86
4,348,Gender|Goal|Seniority|Module,Demigender|WellDocumentedCode|Staff|APIModule,50.0,0.0,0.46,0.375,0.12,0.1818,0.94
4,349,Gender|Goal|Domain|Priority,Demigender|ReadableCode|Embedded|Scalability,50.0,0.0,0.48,0.4286,0.12,0.1875,0.96
4,35,Gender|Race|NativeLanguage|ReviewStyle,Woman|Latino|EnglishLang|Concise,50.0,0.0,0.46,0.3333,0.08,0.129,0.9
4,350,Gender|Goal|Domain|Standard,Demigender|ReadableCode|Embedded|PeerApproved,50.0,0.0,0.48,0.4444,0.16,0.2353,0.88
4,351,Gender|Goal|Domain|Module,Woman|WellTestedCode|Backend|AuthenticationModule,50.0,0.0,0.5,0.5,0.04,0.0741,0.9
4,352,Gender|Goal|Priority|Standard,TwoSpirit|WellDocumentedCode|Portability|CIPassed,50.0,0.0,0.46,0.4,0.16,0.2286,0.9
4,353,Gender|Goal|Priority|Module,TwoSpirit|WellTestedCode|SecurityPriority|APIModule,50.0,0.0,0.5,0.5,0.08,0.1379,0.94
4,354,Gender|Goal|Standard|Module,Demigender|FastDelivery|SecurityGatePassed|FrontendUIModule,50.0,0.0,0.5,0.5,0.12,0.1935,0.9
4,355,Gender|Seniority|Domain|Priority,Demigender|Senior|PlatformEng|Testability,50.0,0.0,0.48,0.3333,0.04,0.0714,0.92
4,356,Gender|Seniority|Domain|Standard,Demigender|Intern|Backend|PeerApproved,50.0,0.0,0.5,0.5,0.12,0.1935,0.86
4,357,Gender|Seniority|Domain|Module,Demigender|Junior|Mobile|APIModule,50.0,0.0,0.5,0.5,0.08,0.1379,0.94
4,358,Gender|Seniority|Priority|Standard,Demigender|Junior|Performance|SecurityGatePassed,50.0,0.0,0.5,0.5,0.04,0.0741,0.86
4,359,Gender|Seniority|Priority|Module,NonBinary|Staff|SecurityPriority|FrontendUIModule,50.0,0.0,0.48,0.3333,0.04,0.0714,0.88
4,36,Gender|Race|NativeLanguage|Role,Demigender|White|KoreanLang|CodeOwner,50.0,0.0,0.5,0.5,0.12,0.1935,0.9
4,360,Gender|Seniority|Standard|Module,Demigender|Intern|MergeApproved|APIModule,50.0,0.0,0.48,0.4,0.08,0.1333,0.96
4,361,Gender|Domain|Priority|Standard,Demigender|DevOps|Scalability|SecurityGatePassed,50.0,0.0,0.5,0.5,0.08,0.1379,0.86
4,362,Gender|Domain|Priority|Module,Demigender|DevOps|Portability|APIModule,50.0,0.0,0.48,0.4,0.08,0.1333,0.88
4,363,Gender|Domain|Standard|Module,Woman|DevOps|SecurityGatePassed|UserProfileModule,50.0,0.0,0.46,0.25,0.04,0.069,0.94
4,364,Gender|Priority|Standard|Module,Demigender|Portability|MergeApproved|APIModule,50.0,0.0,0.5,0.5,0.04,0.0741,0.9
4,365,Race|Ethnicity|Nationality|Culture,MiddleEasternOrNorthAfrican|OtherMixed|Danish|ThaiCulture,50.0,0.0,0.48,0.3333,0.04,0.0714,0.92
4,366,Race|Ethnicity|Nationality|NativeLanguage,Latino|OtherMixed|Austrian|EnglishLang,50.0,0.0,0.5,0.5,0.08,0.1379,0.94
4,367,Race|Ethnicity|Nationality|AgeRange,White|WhiteIrish|Danish|MiddleAged,50.0,0.0,0.48,0.3333,0.04,0.0714,0.88
4,368,Race|Ethnicity|Nationality|ReviewStyle,NativeHawaiian|OtherMixed|Austrian|BigPicture,50.0,0.0,0.48,0.3333,0.04,0.0714,0.92
4,369,Race|Ethnicity|Nationality|Role,NativeHawaiian|OtherMixed|Saudi|CodeOwner,50.0,0.0,0.46,0.25,0.04,0.069,0.9
4,37,Gender|Race|NativeLanguage|Goal,Woman|Latino|KoreanLang|WellDocumentedCode,50.0,0.0,0.48,0.4286,0.12,0.1875,0.88
4,370,Race|Ethnicity|Nationality|Goal,NativeHawaiian|WhiteIrish|Austrian|WellDocumentedCode,50.0,0.0,0.42,0.3,0.12,0.1714,0.9
4,371,Race|Ethnicity|Nationality|Seniority,Latino|WhiteIrish|Russian|Senior,50.0,0.0,0.46,0.0,0.0,,0.94
4,372,Race|Ethnicity|Nationality|Domain,MiddleEasternOrNorthAfrican|AsianChinese|Danish|PlatformEng,50.0,0.0,0.44,0.2857,0.08,0.125,0.92
4,373,Race|Ethnicity|Nationality|Priority,MiddleEasternOrNorthAfrican|AsianBangladeshi|Austrian|Performance,50.0,0.0,0.46,0.3333,0.08,0.129,0.94
4,374,Race|Ethnicity|Nationality|Standard,MiddleEasternOrNorthAfrican|OtherMixed|Saudi|StyleGuideFollowed,50.0,0.0,0.44,0.2857,0.08,0.125,0.92
4,375,Race|Ethnicity|Nationality|Module,White|OtherMixed|Ethiopian|FrontendUIModule,50.0,0.0,0.42,0.1667,0.04,0.0645,0.9
4,376,Race|Ethnicity|Culture|NativeLanguage,Latino|AsianBangladeshi|EgyptianCulture|EnglishLang,50.0,0.0,0.52,0.6,0.12,0.2,0.92
4,377,Race|Ethnicity|Culture|AgeRange,Latino|AsianBangladeshi|IndianCulture|YoungAdult,50.0,0.0,0.38,0.125,0.04,0.0606,0.9
4,378,Race|Ethnicity|Culture|ReviewStyle,NativeHawaiian|BlackCaribbean|IndianCulture|Nitpicky,50.0,0.0,0.42,0.25,0.08,0.1212,0.86
4,379,Race|Ethnicity|Culture|Role,Latino|AsianBangladeshi|EgyptianCulture|QAChecker,50.0,0.0,0.44,0.3333,0.12,0.1765,0.92
4,38,Gender|Race|NativeLanguage|Seniority,NonBinary|Latino|GermanLang|Staff,50.0,0.0,0.46,0.3333,0.08,0.129,0.9
4,380,Race|Ethnicity|Culture|Goal,Latino|OtherMixed|FrenchCulture|FastDelivery,50.0,0.0,0.5,0.5,0.12,0.1935,0.9
4,381,Race|Ethnicity|Culture|Seniority,White|BlackCaribbean|GermanCulture|Mid,50.0,0.0,0.46,0.25,0.04,0.069,0.86
4,382,Race|Ethnicity|Culture|Domain,Asian|WhiteIrish|FrenchCulture|PlatformEng,50.0,0.0,0.52,0.6,0.12,0.2,0.88
4,383,Race|Ethnicity|Culture|Priority,Asian|WhiteIrish|FrenchCulture|Portability,50.0,0.0,0.42,0.1667,0.04,0.0645,0.9
4,384,Race|Ethnicity|Culture|Standard,NativeHawaiian|AsianBangladeshi|GermanCulture|PeerApproved,50.0,0.0,0.52,0.5714,0.16,0.25,0.88
4,385,Race|Ethnicity|Culture|Module,NativeHawaiian|OtherMixed|FrenchCulture|DatabaseModule,50.0,0.0,0.46,0.3333,0.08,0.129,0.94
4,386,Race|Ethnicity|NativeLanguage|AgeRange,White|AsianBangladeshi|PolishLang|LateCareerAdult,50.0,0.0,0.48,0.4444,0.16,0.2353,0.88
4,387,Race|Ethnicity|NativeLanguage|ReviewStyle,Latino|AsianBangladeshi|GermanLang|Nitpicky,50.0,0.0,0.44,0.2857,0.08,0.125,0.88
4,388,Race|Ethnicity|NativeLanguage|Role,Asian|WhiteIrish|PolishLang|QAChecker,50.0,0.0,0.48,0.3333,0.04,0.0714,0.92
4,389,Race|Ethnicity|NativeLanguage|Goal,NativeHawaiian|OtherMixed|TeluguLang|FastDelivery,50.0,0.0,0.38,0.125,0.04,0.0606,0.9
4,39,Gender|Race|NativeLanguage|Domain,Woman|Latino|GermanLang|Mobile,50.0,0.0,0.4,0.1429,0.04,0.0625,0.92
4,390,Race|Ethnicity|NativeLanguage|Seniority,Asian|WhiteIrish|PolishLang|Mid,50.0,0.0,0.48,0.4286,0.12,0.1875,0.88
4,391,Race|Ethnicity|NativeLanguage|Domain,Latino|AsianBangladeshi|EnglishLang|Mobile,50.0,0.0,0.46,0.25,0.04,0.069,0.9
4,392,Race|Ethnicity|NativeLanguage|Priority,Asian|WhiteIrish|GermanLang|Scalability,50.0,0.0,0.46,0.3333,0.08,0.129,0.9
4,393,Race|Ethnicity|NativeLanguage|Standard,MiddleEasternOrNorthAfrican|BlackCaribbean|TeluguLang|CIPassed,50.0,0.0,0.48,0.4286,0.12,0.1875,0.92
4,394,Race|Ethnicity|NativeLanguage|Module,Latino|AsianBangladeshi|TeluguLang|UserProfileModule,50.0,0.0,0.42,0.25,0.08,0.1212,0.9
4,395,Race|Ethnicity|AgeRange|ReviewStyle,White|AsianBangladeshi|Elderly|Concise,50.0,0.0,0.44,0.2,0.04,0.0667,0.92
4,396,Race|Ethnicity|AgeRange|Role,White|AsianChinese|Aged|Reviewer,50.0,0.0,0.48,0.3333,0.04,0.0714,0.92
4,397,Race|Ethnicity|AgeRange|Goal,NativeHawaiian|OtherMixed|MiddleAged|FastDelivery,50.0,0.0,0.44,0.3333,0.12,0.1765,0.88
4,398,Race|Ethnicity|AgeRange|Seniority,Latino|WhiteIrish|Elderly|Junior,50.0,0.0,0.46,0.3333,0.08,0.129,0.94
4,399,Race|Ethnicity|AgeRange|Domain,NativeHawaiian|BlackCaribbean|MiddleAged|Backend,50.0,0.0,0.4,0.1429,0.04,0.0625,0.92
4,4,Gender|Race|Ethnicity|AgeRange,PreferNotToSay|White|OtherMixed|LateCareerAdult,50.0,0.0,0.5,0.5,0.08,0.1379,0.94
4,40,Gender|Race|NativeLanguage|Priority,PreferNotToSay|Latino|GermanLang|Portability,50.0,0.0,0.5,0.5,0.08,0.1379,0.86
4,400,Race|Ethnicity|AgeRange|Priority,NativeHawaiian|AsianChinese|Aged|Portability,50.0,0.0,0.44,0.2,0.04,0.0667,0.88
4,401,Race|Ethnicity|AgeRange|Standard,Latino|WhiteIrish|Aged|MergeApproved,50.0,0.0,0.5,0.5,0.04,0.0741,0.9
4,402,Race|Ethnicity|AgeRange|Module,White|AsianChinese|YoungAdult|UserProfileModule,50.0,0.0,0.44,0.2,0.04,0.0667,0.92
4,403,Race|Ethnicity|ReviewStyle|Role,MiddleEasternOrNorthAfrican|BlackCaribbean|Supportive|QAChecker,50.0,0.0,0.52,0.5714,0.16,0.25,0.84
4,404,Race|Ethnicity|ReviewStyle|Goal,White|AsianBangladeshi|Concise|FastDelivery,50.0,0.0,0.48,0.4,0.08,0.1333,0.92
4,405,Race|Ethnicity|ReviewStyle|Seniority,White|AsianChinese|Collaborative|Intern,50.0,0.0,0.46,0.25,0.04,0.069,0.9
4,406,Race|Ethnicity|ReviewStyle|Domain,MiddleEasternOrNorthAfrican|AsianBangladeshi|Concise|Mobile,50.0,0.0,0.44,0.3333,0.12,0.1765,0.92
4,407,Race|Ethnicity|ReviewStyle|Priority,Asian|OtherMixed|Nitpicky|Scalability,50.0,0.0,0.5,0.5,0.04,0.0741,0.9
